,index,flooded-other,guessDepth,AuthorEmail,structure_damage,float_number,geo_locality,beach_damage,photo_time,marinas_comments,structures_comments,AuthorName,weather_calc_24hr_precip,buildings_street,geo_neighborhood,TideDataObserved,storm_damage,whatFlooded,weather_windBearing,post_comment,buildings_damage,cause-other,URL,geo_administrative_area_level_1,weather_windSpeed,road_damage,road_other,MyCoastAI-description,report_icon,from_device,response_other,anonymous,road_comments,ID #,images,location_latitude,buildings_comments,guessCause,geo_route,report_created,reportType,hazmat_damage damage-cat,alternate-location-name,boat_number,weather_temperature,photo_date,location_longitude,TideDataPredicted,beach_comments,marinas_damage,geo_administrative_area_level_2,hazmat_comments,brightness
758,758,,4,,,,,,16:00,,,,0.12,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,238.0,,,,https://mycoast.org/reports/136686,NY,8.6,,,,highwater.svg,Can reports - Survey123,,,,136686,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02200407/6051581043caec9ad10a52dff1c7d8262419976f.jpg,40.849013289,,Rainfall (Water pooling from direct rainfall),City Island Ave,2023-11-03T00:04:07Z,Flood Watch,,,,43.0,2021-02-23,-73.787111586,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,120.74
759,759,,4,,,,,,16:00,,,,0.12,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,238.0,,,,https://mycoast.org/reports/136699,NY,8.6,,,,highwater.svg,Can reports - Survey123,,,,136699,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02200847/9f1f24b04c6667c8f416d6f2717b2d5bae1c1415.jpg,40.84822,,Rainfall (Water pooling from direct rainfall),City Island Ave,2023-11-03T00:08:47Z,Flood Watch,,,,43.0,2021-02-23,-73.786587004,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,133.27
760,760,,7,,,,,,16:00,,,,0.119,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,238.0,,,,https://mycoast.org/reports/136887,NY,8.8,,,,highwater.svg,Can reports - Survey123,,,,136887,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02210818/9b0d3b252a0bd4f5fc10eb04d50e6efa7aaf47f7.jpg,40.864358022,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T01:08:17Z,Flood Watch,,,,43.2,2021-02-23,-73.801676794,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,123.7
761,761,,4,,,,,,16:00,,,,0.12,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,238.0,,,,https://mycoast.org/reports/137765,NY,8.6,,,,highwater.svg,Can reports - Survey123,,,,137765,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03014120/ec31c9023bdc3c43cc3021333c3f46d1cc8b2f60.jpg,40.853106985,,Rainfall (Water pooling from direct rainfall),Minnieford Ave,2023-11-03T05:41:19Z,Flood Watch,,,,43.0,2021-02-23,-73.789069976,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210222&edate=20210224&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,135.31
762,762,,7,,,,New York,,16:00,,,,0.431,,,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210221&edate=20210223&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,27.0,,,,https://mycoast.org/reports/139355,NY,2.5,,,,highwater.svg,Can reports - Survey123,,,,139355,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03093829/6a1383108b91a53706093ab36978dd1d9c945bb9.jpg,40.862027403,,Rainfall (Water pooling from direct rainfall),,2023-11-03T13:38:29Z,Flood Watch,,,,34.6,2021-02-22,-73.805463134,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210221&edate=20210223&timezone=LST/LDT&datum=MLLW&interval=hilo,,,,,57.83
763,763,,10,,,,,,16:00,,,,0.431,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210221&edate=20210223&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,26.0,,,,https://mycoast.org/reports/139548,NY,2.4,,,,highwater.svg,Can reports - Survey123,,,,139548,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03103757/d05587e1ce25973608859f412762b66447ec414e.jpg,40.864354535,,Overland flooding (Nearby waterbody),Orchard Beach Rd,2023-11-03T14:37:57Z,Flood Watch,,,,34.6,2021-02-22,-73.801686014,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210221&edate=20210223&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,73.9
764,764,,,,,,,,16:00,,,,0.104,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210218&edate=20210220&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,13.0,,,,https://mycoast.org/reports/136193,NY,7.1,,,,highwater.svg,Can reports - Survey123,,,,136193,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02173021/1ddfe3019b92c0c87bd0e2f0cd3d44a1ffe36c2a.jpg,40.849008946,,Rainfall (Water pooling from direct rainfall),Reville St,2023-11-02T21:30:20Z,Flood Watch,,,,33.5,2021-02-19,-73.787042016,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210218&edate=20210220&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,79.93
765,765,,3,,,,,,16:00,,,,0.104,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210218&edate=20210220&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,13.0,,,,https://mycoast.org/reports/136502,NY,7.1,,,,highwater.svg,Can reports - Survey123,,,,136502,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02190436/b6b5b79d624652466896879c52ebf3d3fc6832ec.jpg,40.849038206,,Rainfall (Water pooling from direct rainfall),City Island Ave,2023-11-02T23:04:36Z,Flood Watch,,,,33.5,2021-02-19,-73.787108401,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210218&edate=20210220&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,79.93
766,766,,4,,,,,,16:00,,,,0.104,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210218&edate=20210220&timezone=LST/LDT&datum=MLLW&interval=6,,,13.0,,,,https://mycoast.org/reports/138529,NY,7.1,,,,highwater.svg,Can reports - Survey123,,,,138529,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03052408/d9316a6c70bfff657284a928cbb660fed3b1b3e3.jpg,40.84822,,Rainfall (Water pooling from direct rainfall),City Island Ave,2023-11-03T09:24:07Z,Flood Watch,,,,33.5,2021-02-19,-73.786587004,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210218&edate=20210220&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,60.66
767,767,,6,,,,,,16:00,,,,0.876,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210215&edate=20210217&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,242.0,,,,https://mycoast.org/reports/136136,NY,15.9,,,,highwater.svg,Can reports - Survey123,,,,136136,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02171239/fc2793822bf3f1069b91d44a6f32cf977c750b45.jpg,40.86435929,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-02T21:12:38Z,Flood Watch,,,,49.6,2021-02-16,-73.80162864,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210215&edate=20210217&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,44.81
768,768,,6,,,,,,16:00,,,,0.876,,City Island Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210215&edate=20210217&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,242.0,,,,https://mycoast.org/reports/136276,NY,15.9,,,,highwater.svg,Can reports - Survey123,,,,136276,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02175806/0fa00ff217de4a71b7aa4ca409a8f9a59650683f.jpg,40.862049939,,Rainfall (Water pooling from direct rainfall),City Island Rd,2023-11-02T21:58:06Z,Flood Watch,,,,49.6,2021-02-16,-73.805424913,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210215&edate=20210217&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,166.62
769,769,,6,,,,,,16:00,,,,0.876,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210215&edate=20210217&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,242.0,,,,https://mycoast.org/reports/136645,NY,15.9,,,,highwater.svg,Can reports - Survey123,,,,136645,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02195119/aa54b22f8be9ac129078efeea075efffcfafb5f9.jpg,40.864335614,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-02T23:51:18Z,Flood Watch,,,,49.6,2021-02-16,-73.801641716,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210215&edate=20210217&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,138.83
770,770,,,,,,,,16:00,,,,0.07,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210204&edate=20210206&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,324.0,,,Bike path,https://mycoast.org/reports/138124,NY,3.2,,,,highwater.svg,Can reports - Survey123,,,,138124,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03032358/eeba399fbebd385e9e90ed3bbc5a94d283f6ea73.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03032356/7750140e106e3df05c6b4d55a2fde58fd75215e6.jpg,40.86439241,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T07:23:55Z,Flood Watch,,,,46.9,2021-02-05,-73.801638489,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210204&edate=20210206&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,120.48
771,771,,6,,,,,,17:00,,,,0.239,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210201&edate=20210203&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,340.0,,,,https://mycoast.org/reports/137933,NY,20.8,,,,highwater.svg,Can reports - Survey123,,,,137933,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03022537/b133559a0ddfa58ffd1e57cbb0b4b8f39abebd7e.jpg,40.590300478,,,Beach 87th St,2023-11-03T06:25:36Z,Flood Watch,,,,32.2,2021-02-02,-73.812420952,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210201&edate=20210203&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,123.77
772,772,,6,,,,,,11:30,,,,0.533,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210201&edate=20210203&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,342.0,0,,,https://mycoast.org/reports/136080,NY,15.0,,,,highwater.svg,Can reports - Airtable,,,,136080,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02165509/bf0d0af5c2f58ce678d0729c6960f8ac4768801a.jpg,40.59030048,,Storm drain (Water pooling near a storm drain),Beach 87th St,2023-11-02T20:55:08Z,Flood Watch,,,,32.0,2021-02-02,-73.81242095,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210201&edate=20210203&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,123.77
773,773,,8,,,,,,23:58,,,,1.069,,Rockaway Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210131&edate=20210202&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,20.0,0,,,https://mycoast.org/reports/135865,NY,23.8,,,,highwater.svg,Can reports - Airtable,,,,135865,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02155210/cf79512dc96a363682ac750e708fa66c5b802a87.jpg,40.59025812,,Storm drain (Water pooling near a storm drain),Beach 87th St,2023-11-02T19:52:09Z,Flood Watch,,,,33.2,2021-02-01,-73.81245514,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210131&edate=20210202&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,93.86
774,774,,8,,,,,,17:00,,,,0.917,,Rockaway Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210131&edate=20210202&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,32.0,,,,https://mycoast.org/reports/138372,NY,31.1,,,,highwater.svg,Can reports - Survey123,,,,138372,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03043947/689ce9406ff7782606eead5a41b0799802a9cf70.jpg,40.59025812,,,Beach 87th St,2023-11-03T08:39:47Z,Flood Watch,,,,31.1,2021-02-01,-73.812455143,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210131&edate=20210202&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,93.86
775,775,,,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210130&edate=20210201&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,48.0,,,,https://mycoast.org/reports/137270,NY,9.4,,,,highwater.svg,Can reports - Survey123,,,,137270,,40.864421633,,Overland flooding (Nearby waterbody),Orchard Beach Rd,2023-11-03T03:10:46Z,Flood Watch,,,,24.9,2021-01-31,-73.801591759,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210130&edate=20210201&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,
776,776,,,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210130&edate=20210201&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,48.0,,,,https://mycoast.org/reports/138438,NY,9.4,,,,highwater.svg,Can reports - Survey123,,,,138438,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03045940/55c8e7248e836c51151ba24d56689ef26a483a6f.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03045938/13690508791fc70395fcac168ce4a5b8b58d07f0.jpg,40.86438043,,Overland flooding (Nearby waterbody),Orchard Beach Rd,2023-11-03T08:59:37Z,Flood Watch,,,,24.9,2021-01-31,-73.801592262,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210130&edate=20210201&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,133.43
777,777,,7,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210129&edate=20210131&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,304.0,,,,https://mycoast.org/reports/136654,NY,13.4,,,,highwater.svg,Can reports - Survey123,,,,136654,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02195450/7bd69aa949a19ba75e588c19142e4aec0659ede9.jpg,40.864347658,,Overland flooding (Nearby waterbody),Orchard Beach Rd,2023-11-02T23:54:49Z,Flood Watch,,,,33.1,2021-01-30,-73.801647625,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210129&edate=20210131&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,62.94
778,778,,6,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210120&edate=20210122&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,250.0,,,,https://mycoast.org/reports/136463,NY,10.0,,,,highwater.svg,Can reports - Survey123,,,,136463,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02185519/2c5b0ad43d5e9bf879f642784129630a2cb3d60d.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02185517/c9faf8367a5bcd50746e668dbab7c8609b042f2b.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02185516/aa6c2116b73600af430498e1330681888b40e542.jpg,40.864328926,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-02T22:55:15Z,Flood Watch,,,,43.2,2021-01-21,-73.801591298,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210120&edate=20210122&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,129.17
779,779,,16,,,,,,17:00,,,,1.206,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,282.0,,,,https://mycoast.org/reports/137635,NY,14.9,,,,highwater.svg,Can reports - Survey123,,,,137635,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03010247/f273561ddc0455dd31262dcc864994f8a01a8659.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03010246/7449bc10743c74a4ced96d9295dab1a5062e824c.jpg,40.661616072,,,Shore Pkwy,2023-11-03T05:02:45Z,Flood Watch,,,,44.1,2021-01-16,-73.852363885,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,121.3
780,780,,4,,,,,,17:00,,,,1.223,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,281.0,,,,https://mycoast.org/reports/138001,NY,14.9,,,,highwater.svg,Can reports - Survey123,,,,138001,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03024638/2fb2aa3c6aaf54b32bc8c5a446e81232bef2f57c.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03024637/a7186cd9319bf49c2d29b6c7cb985b845a05438a.jpg,40.5896325,,,Java Pl,2023-11-03T06:46:36Z,Flood Watch,,,,44.1,2021-01-16,-73.8106718,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,113.61
781,781,,2,,,,,,17:00,,,,1.222,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,281.0,,,,https://mycoast.org/reports/138074,NY,14.9,,,,highwater.svg,Can reports - Survey123,,,,138074,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03030956/ce6dcf58e0193a9219eb47f0ddc569b40466517a.jpg,40.5895363,,,Beach 85th St,2023-11-03T07:09:56Z,Flood Watch,,,,44.1,2021-01-16,-73.8110972,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,119.28
782,782,,16,,,,,,17:00,,,,1.206,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,282.0,,,,https://mycoast.org/reports/139266,NY,14.9,,,,highwater.svg,Can reports - Survey123,,,,139266,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03091247/f636f85bc6d32166578ec28711e1d746cfc2e218.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03091246/b5dcab8566cb3398b68768e10125b5ca3e5acb22.jpg,40.661616072,,,Shore Pkwy,2023-11-03T13:12:45Z,Flood Watch,,,,44.1,2021-01-16,-73.852363885,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,135.95
783,783,,2,,,,,,14:04,,,,1.222,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,252.0,0,,,https://mycoast.org/reports/138326,NY,17.1,,,,highwater.svg,Can reports - Airtable,,,,138326,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03042437/eabb2f5bf0e4b5b2214c0139444e7e9ca27f0a19.jpg,40.5895363,,Unsure,Beach 85th St,2023-11-03T08:24:36Z,Flood Watch,,,,48.6,2021-01-16,-73.8110972,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,119.28
784,784,,4,,,,,,14:02,,,,1.223,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,252.0,0,,,https://mycoast.org/reports/134727,NY,17.1,,,,highwater.svg,Can reports - Airtable,,,,134727,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02094701/3a160835c02c6315534d1f8f84316cc89ce4564c.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02094659/c354b24962d5e707f4b90384e01844045ccb105e.jpg,40.5896325,,Unsure,Java Pl,2023-11-02T13:46:58Z,Flood Watch,,,,48.6,2021-01-16,-73.8106718,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,113.6
785,785,,16,,,,,,10:30,,,,1.206,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,250.0,0,,,https://mycoast.org/reports/137779,NY,8.6,,,,highwater.svg,Can reports - Airtable,,,,137779,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03014232/2f24806ed5ce01e09d9b8a8a7bc5dbfefbb3051b.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03014231/4f1153e9b441a05c54ba3915b14845f5268c5397.jpg,40.66161607,,Overland flooding (Nearby waterbody),Shore Pkwy,2023-11-03T05:42:30Z,Flood Watch,,,,45.1,2021-01-16,-73.85236389,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,121.3
786,786,,16,,,,,,10:30,,,,1.206,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,250.0,0,,,https://mycoast.org/reports/137855,NY,8.6,,,,highwater.svg,Can reports - Airtable,,,,137855,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03020438/75d08d63b66c3f6f6a566091368430a376910ba2.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03020436/a71ea662d2a707d9ea24c9f6ed07261a35a06495.jpg,40.66161607,,,Shore Pkwy,2023-11-03T06:04:36Z,Flood Watch,,,,45.1,2021-01-16,-73.85236389,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20210115&edate=20210117&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,135.96
787,787,,10,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210110&edate=20210112&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,13.0,,,,https://mycoast.org/reports/137332,NY,4.5,,,,highwater.svg,Can reports - Survey123,,,,137332,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02233037/d4ec7e48707bf36197aee01a69ea9f8f49c81527.jpg,40.864424263,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T03:30:37Z,Flood Watch,,,,37.3,2021-01-11,-73.801613846,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210110&edate=20210112&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,91.95
788,788,,,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210106&edate=20210108&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,322.0,,,,https://mycoast.org/reports/137035,NY,11.9,,,,highwater.svg,Can reports - Survey123,,,,137035,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02215937/bbb4cd074d237afa446960dbfeb1001b6edb59e4.jpg,40.86439596,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T01:59:36Z,Flood Watch,,,,41.6,2021-01-07,-73.801632034,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210106&edate=20210108&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,72.74
789,789,,4,,,,,,16:00,,,,0.144,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,351.0,,,,https://mycoast.org/reports/136139,NY,9.0,,,,highwater.svg,Can reports - Survey123,,,,136139,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02171347/2d4f6ac7a75505e73d90b215c14f7d30d5e9d4d6.jpg,40.84822,,Rainfall (Water pooling from direct rainfall),City Island Ave,2023-11-02T21:13:46Z,Flood Watch,,,,41.7,2021-01-04,-73.786587004,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,121.17
